LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),IMD,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
E01003642,Redbridge 013D,E09000026,Redbridge,16.55 ,17430.00 ,6.00 ,0.13 ,12926.00 ,4.00 ,0.08 ,15684.00 ,5.00 ,10.48 ,21377.00 ,7.00 ,-0.75 ,26482.00 ,9.00 ,0.10 ,15136.00 ,5.00 ,27.86 ,8557.00 ,3.00 ,20.66 ,14789.00 ,5.00 
E01003643,Redbridge 017B,E09000026,Redbridge,11.34 ,22934.00 ,7.00 ,0.08 ,20424.00 ,7.00 ,0.05 ,24830.00 ,8.00 ,7.06 ,24989.00 ,8.00 ,-0.68 ,25663.00 ,8.00 ,0.17 ,14041.00 ,5.00 ,23.98 ,12164.00 ,4.00 ,24.10 ,12345.00 ,4.00 
E01003644,Redbridge 017C,E09000026,Redbridge,12.62 ,21466.00 ,7.00 ,0.09 ,17364.00 ,6.00 ,0.06 ,20508.00 ,7.00 ,9.29 ,22583.00 ,7.00 ,-1.26 ,30642.00 ,10.00 ,0.06 ,15809.00 ,5.00 ,27.39 ,8925.00 ,3.00 ,17.70 ,17048.00 ,6.00 
E01003645,Redbridge 017D,E09000026,Redbridge,19.42 ,14895.00 ,5.00 ,0.11 ,15364.00 ,5.00 ,0.06 ,22996.00 ,8.00 ,8.67 ,23221.00 ,8.00 ,0.06 ,15143.00 ,5.00 ,0.19 ,13709.00 ,5.00 ,29.57 ,7252.00 ,3.00 ,47.84 ,2283.00 ,1.00 
E01003646,Redbridge 012A,E09000026,Redbridge,12.37 ,21747.00 ,7.00 ,0.09 ,17218.00 ,6.00 ,0.05 ,26197.00 ,8.00 ,7.32 ,24695.00 ,8.00 ,-1.28 ,30774.00 ,10.00 ,0.34 ,11341.00 ,4.00 ,27.39 ,8918.00 ,3.00 ,23.08 ,13080.00 ,4.00 
E01003647,Redbridge 015A,E09000026,Redbridge,13.47 ,20532.00 ,7.00 ,0.09 ,18159.00 ,6.00 ,0.05 ,24118.00 ,8.00 ,6.49 ,25609.00 ,8.00 ,-1.19 ,30219.00 ,10.00 ,0.65 ,7065.00 ,3.00 ,26.14 ,10054.00 ,4.00 ,25.56 ,11439.00 ,4.00 
E01003648,Redbridge 012B,E09000026,Redbridge,7.60 ,27567.00 ,9.00 ,0.06 ,22941.00 ,7.00 ,0.04 ,27375.00 ,9.00 ,7.35 ,24653.00 ,8.00 ,-0.84 ,27382.00 ,9.00 ,-0.26 ,20527.00 ,7.00 ,17.20 ,20184.00 ,7.00 ,17.84 ,16948.00 ,6.00 
E01003649,Redbridge 012C,E09000026,Redbridge,9.01 ,25780.00 ,8.00 ,0.08 ,18896.00 ,6.00 ,0.05 ,26249.00 ,8.00 ,4.92 ,27394.00 ,9.00 ,-0.86 ,27597.00 ,9.00 ,-0.54 ,24266.00 ,8.00 ,24.44 ,11687.00 ,4.00 ,15.44 ,18851.00 ,6.00 
E01003650,Redbridge 015B,E09000026,Redbridge,16.22 ,17738.00 ,6.00 ,0.13 ,12157.00 ,4.00 ,0.08 ,15340.00 ,5.00 ,6.83 ,25219.00 ,8.00 ,-0.33 ,21173.00 ,7.00 ,0.08 ,15457.00 ,5.00 ,23.38 ,12784.00 ,4.00 ,20.09 ,15218.00 ,5.00 
E01003651,Redbridge 012D,E09000026,Redbridge,11.32 ,22972.00 ,7.00 ,0.08 ,19378.00 ,6.00 ,0.05 ,25903.00 ,8.00 ,2.93 ,29813.00 ,10.00 ,-1.09 ,29480.00 ,9.00 ,0.37 ,10928.00 ,4.00 ,27.20 ,9079.00 ,3.00 ,22.03 ,13824.00 ,5.00 
E01003652,Redbridge 015C,E09000026,Redbridge,8.08 ,26981.00 ,9.00 ,0.07 ,22450.00 ,7.00 ,0.05 ,24615.00 ,8.00 ,4.59 ,27805.00 ,9.00 ,-1.39 ,31286.00 ,10.00 ,-0.08 ,17859.00 ,6.00 ,19.08 ,17770.00 ,6.00 ,18.35 ,16551.00 ,6.00 
E01003653,Redbridge 015D,E09000026,Redbridge,14.35 ,19591.00 ,6.00 ,0.09 ,17388.00 ,6.00 ,0.06 ,22356.00 ,7.00 ,7.13 ,24904.00 ,8.00 ,-1.25 ,30608.00 ,10.00 ,0.65 ,7050.00 ,3.00 ,26.80 ,9460.00 ,3.00 ,26.48 ,10887.00 ,4.00 
E01003654,Redbridge 004A,E09000026,Redbridge,18.26 ,15907.00 ,5.00 ,0.13 ,13076.00 ,4.00 ,0.08 ,15884.00 ,5.00 ,11.04 ,20856.00 ,7.00 ,-0.35 ,21374.00 ,7.00 ,0.64 ,7206.00 ,3.00 ,23.69 ,12452.00 ,4.00 ,23.93 ,12472.00 ,4.00 
E01003655,Redbridge 004B,E09000026,Redbridge,10.10 ,24380.00 ,8.00 ,0.06 ,22955.00 ,7.00 ,0.05 ,24993.00 ,8.00 ,5.62 ,26586.00 ,9.00 ,-1.00 ,28795.00 ,9.00 ,0.57 ,8138.00 ,3.00 ,18.60 ,18360.00 ,6.00 ,21.06 ,14520.00 ,5.00 
E01003656,Redbridge 005A,E09000026,Redbridge,27.96 ,9053.00 ,3.00 ,0.16 ,9530.00 ,3.00 ,0.12 ,9539.00 ,3.00 ,25.99 ,10323.00 ,4.00 ,-0.16 ,18504.00 ,6.00 ,0.77 ,5760.00 ,2.00 ,36.30 ,3499.00 ,2.00 ,24.17 ,12311.00 ,4.00 
E01003657,Redbridge 005B,E09000026,Redbridge,12.31 ,21818.00 ,7.00 ,0.07 ,21145.00 ,7.00 ,0.07 ,19529.00 ,6.00 ,13.90 ,18255.00 ,6.00 ,-1.34 ,31070.00 ,10.00 ,0.30 ,11966.00 ,4.00 ,23.42 ,12742.00 ,4.00 ,17.61 ,17127.00 ,6.00 
E01003658,Redbridge 004C,E09000026,Redbridge,22.80 ,12182.00 ,4.00 ,0.16 ,9421.00 ,3.00 ,0.12 ,10196.00 ,4.00 ,20.49 ,13475.00 ,5.00 ,-0.15 ,18385.00 ,6.00 ,0.32 ,11608.00 ,4.00 ,26.71 ,9552.00 ,3.00 ,17.57 ,17152.00 ,6.00 
E01003659,Redbridge 005C,E09000026,Redbridge,10.67 ,23697.00 ,8.00 ,0.07 ,21895.00 ,7.00 ,0.05 ,24486.00 ,8.00 ,9.94 ,21888.00 ,7.00 ,-0.84 ,27446.00 ,9.00 ,0.02 ,16396.00 ,5.00 ,21.13 ,15348.00 ,5.00 ,26.03 ,11144.00 ,4.00 
E01003660,Redbridge 004D,E09000026,Redbridge,6.73 ,28631.00 ,9.00 ,0.04 ,29751.00 ,10.00 ,0.03 ,31218.00 ,10.00 ,10.31 ,21540.00 ,7.00 ,-1.40 ,31340.00 ,10.00 ,-0.50 ,23818.00 ,8.00 ,25.66 ,10500.00 ,4.00 ,18.69 ,16279.00 ,5.00 
E01003661,Redbridge 019A,E09000026,Redbridge,18.03 ,16106.00 ,5.00 ,0.14 ,11533.00 ,4.00 ,0.09 ,15292.00 ,5.00 ,9.50 ,22362.00 ,7.00 ,0.13 ,14031.00 ,5.00 ,0.27 ,12360.00 ,4.00 ,20.24 ,16374.00 ,5.00 ,19.80 ,15448.00 ,5.00 
E01003662,Redbridge 019B,E09000026,Redbridge,18.07 ,16077.00 ,5.00 ,0.14 ,12022.00 ,4.00 ,0.07 ,18330.00 ,6.00 ,10.30 ,21548.00 ,7.00 ,-0.30 ,20711.00 ,7.00 ,0.44 ,9849.00 ,3.00 ,26.54 ,9681.00 ,3.00 ,26.00 ,11159.00 ,4.00 
E01003663,Redbridge 019C,E09000026,Redbridge,15.08 ,18844.00 ,6.00 ,0.13 ,12217.00 ,4.00 ,0.07 ,20157.00 ,7.00 ,12.13 ,19834.00 ,7.00 ,-0.60 ,24740.00 ,8.00 ,-0.03 ,17194.00 ,6.00 ,24.36 ,11762.00 ,4.00 ,20.66 ,14793.00 ,5.00 
E01003664,Redbridge 019D,E09000026,Redbridge,15.72 ,18219.00 ,6.00 ,0.13 ,12479.00 ,4.00 ,0.09 ,14636.00 ,5.00 ,10.14 ,21679.00 ,7.00 ,-0.84 ,27425.00 ,9.00 ,-0.45 ,23132.00 ,8.00 ,23.63 ,12519.00 ,4.00 ,24.96 ,11806.00 ,4.00 
E01003665,Redbridge 019E,E09000026,Redbridge,11.89 ,22292.00 ,7.00 ,0.10 ,16829.00 ,6.00 ,0.06 ,22797.00 ,7.00 ,13.23 ,18848.00 ,6.00 ,-0.77 ,26723.00 ,9.00 ,-0.23 ,20086.00 ,7.00 ,19.65 ,17054.00 ,6.00 ,22.76 ,13299.00 ,5.00 
E01003666,Redbridge 019F,E09000026,Redbridge,20.28 ,14098.00 ,5.00 ,0.16 ,9573.00 ,3.00 ,0.10 ,11950.00 ,4.00 ,11.32 ,20594.00 ,7.00 ,-0.51 ,23532.00 ,8.00 ,-0.31 ,21218.00 ,7.00 ,30.15 ,6852.00 ,3.00 ,26.64 ,10782.00 ,4.00 
E01003668,Redbridge 007A,E09000026,Redbridge,8.93 ,25877.00 ,8.00 ,0.06 ,23014.00 ,8.00 ,0.04 ,29288.00 ,9.00 ,3.55 ,29072.00 ,9.00 ,-0.78 ,26746.00 ,9.00 ,0.25 ,12808.00 ,4.00 ,19.12 ,17729.00 ,6.00 ,26.07 ,11124.00 ,4.00 
E01003669,Redbridge 007B,E09000026,Redbridge,6.17 ,29252.00 ,9.00 ,0.03 ,31160.00 ,10.00 ,0.03 ,31310.00 ,10.00 ,1.47 ,31487.00 ,10.00 ,-1.29 ,30819.00 ,10.00 ,0.01 ,16478.00 ,6.00 ,17.47 ,19833.00 ,7.00 ,30.59 ,8465.00 ,3.00 
E01003670,Redbridge 007C,E09000026,Redbridge,9.55 ,25058.00 ,8.00 ,0.07 ,22060.00 ,7.00 ,0.06 ,23202.00 ,8.00 ,3.48 ,29153.00 ,9.00 ,-1.24 ,30564.00 ,10.00 ,-0.48 ,23520.00 ,8.00 ,26.97 ,9305.00 ,3.00 ,22.24 ,13695.00 ,5.00 
E01003671,Redbridge 007D,E09000026,Redbridge,3.63 ,31809.00 ,10.00 ,0.03 ,31012.00 ,10.00 ,0.03 ,31492.00 ,10.00 ,1.57 ,31371.00 ,10.00 ,-1.26 ,30644.00 ,10.00 ,-0.38 ,22186.00 ,7.00 ,12.95 ,25476.00 ,8.00 ,18.01 ,16795.00 ,6.00 
E01003672,Redbridge 007E,E09000026,Redbridge,17.19 ,16827.00 ,6.00 ,0.14 ,11233.00 ,4.00 ,0.08 ,17418.00 ,6.00 ,5.95 ,26214.00 ,8.00 ,-0.21 ,19270.00 ,6.00 ,-0.13 ,18527.00 ,6.00 ,24.16 ,11974.00 ,4.00 ,31.26 ,8129.00 ,3.00 
E01003673,Redbridge 007F,E09000026,Redbridge,10.70 ,23653.00 ,8.00 ,0.04 ,28370.00 ,9.00 ,0.04 ,29381.00 ,9.00 ,2.81 ,29965.00 ,10.00 ,-1.27 ,30715.00 ,10.00 ,-0.01 ,16843.00 ,6.00 ,27.40 ,8912.00 ,3.00 ,44.07 ,3134.00 ,1.00 
E01003674,Redbridge 007G,E09000026,Redbridge,9.00 ,25801.00 ,8.00 ,0.06 ,23746.00 ,8.00 ,0.04 ,29286.00 ,9.00 ,2.07 ,30810.00 ,10.00 ,-0.72 ,26156.00 ,8.00 ,0.01 ,16547.00 ,6.00 ,24.54 ,11594.00 ,4.00 ,25.95 ,11187.00 ,4.00 
E01003675,Redbridge 036A,E09000026,Redbridge,14.67 ,19264.00 ,6.00 ,0.09 ,17756.00 ,6.00 ,0.04 ,27149.00 ,9.00 ,4.03 ,28507.00 ,9.00 ,-1.07 ,29365.00 ,9.00 ,1.08 ,2914.00 ,1.00 ,23.54 ,12615.00 ,4.00 ,31.03 ,8241.00 ,3.00 
E01003676,Redbridge 036B,E09000026,Redbridge,10.27 ,24174.00 ,8.00 ,0.08 ,20018.00 ,7.00 ,0.06 ,22289.00 ,7.00 ,4.40 ,28042.00 ,9.00 ,-0.76 ,26543.00 ,9.00 ,0.00 ,16722.00 ,6.00 ,19.98 ,16681.00 ,6.00 ,21.92 ,13903.00 ,5.00 
E01003677,Redbridge 036C,E09000026,Redbridge,9.43 ,25226.00 ,8.00 ,0.06 ,22696.00 ,7.00 ,0.04 ,27125.00 ,9.00 ,5.97 ,26199.00 ,8.00 ,-0.95 ,28425.00 ,9.00 ,-0.18 ,19338.00 ,6.00 ,26.86 ,9407.00 ,3.00 ,21.09 ,14485.00 ,5.00 
E01003678,Redbridge 036D,E09000026,Redbridge,9.73 ,24850.00 ,8.00 ,0.07 ,21009.00 ,7.00 ,0.05 ,26527.00 ,9.00 ,3.45 ,29189.00 ,9.00 ,-1.17 ,30070.00 ,10.00 ,0.16 ,14205.00 ,5.00 ,26.48 ,9728.00 ,3.00 ,18.31 ,16577.00 ,6.00 
E01003679,Redbridge 036E,E09000026,Redbridge,9.01 ,25777.00 ,8.00 ,0.07 ,22107.00 ,7.00 ,0.04 ,26853.00 ,9.00 ,5.66 ,26552.00 ,9.00 ,-0.96 ,28477.00 ,9.00 ,0.00 ,16714.00 ,6.00 ,21.40 ,15022.00 ,5.00 ,22.12 ,13772.00 ,5.00 
E01003680,Redbridge 036F,E09000026,Redbridge,7.71 ,27414.00 ,9.00 ,0.07 ,22342.00 ,7.00 ,0.04 ,28169.00 ,9.00 ,9.03 ,22826.00 ,7.00 ,-1.55 ,31834.00 ,10.00 ,-0.29 ,20898.00 ,7.00 ,20.63 ,15911.00 ,5.00 ,16.68 ,17842.00 ,6.00 
E01003681,Redbridge 036G,E09000026,Redbridge,15.84 ,18092.00 ,6.00 ,0.13 ,12511.00 ,4.00 ,0.06 ,22562.00 ,7.00 ,8.09 ,23849.00 ,8.00 ,-0.88 ,27770.00 ,9.00 ,0.24 ,12898.00 ,4.00 ,32.10 ,5586.00 ,2.00 ,23.10 ,13061.00 ,4.00 
E01003682,Redbridge 036H,E09000026,Redbridge,8.29 ,26704.00 ,9.00 ,0.07 ,21985.00 ,7.00 ,0.03 ,30329.00 ,10.00 ,4.74 ,27616.00 ,9.00 ,-1.76 ,32320.00 ,10.00 ,0.34 ,11261.00 ,4.00 ,20.13 ,16499.00 ,6.00 ,19.72 ,15504.00 ,5.00 
E01003683,Redbridge 030A,E09000026,Redbridge,20.18 ,14189.00 ,5.00 ,0.16 ,10035.00 ,4.00 ,0.08 ,15637.00 ,5.00 ,19.63 ,14002.00 ,5.00 ,-0.86 ,27531.00 ,9.00 ,0.05 ,15911.00 ,5.00 ,29.94 ,7006.00 ,3.00 ,28.58 ,9620.00 ,3.00 
E01003684,Redbridge 030B,E09000026,Redbridge,18.41 ,15771.00 ,5.00 ,0.17 ,8940.00 ,3.00 ,0.08 ,16735.00 ,6.00 ,15.12 ,17277.00 ,6.00 ,-0.84 ,27416.00 ,9.00 ,-0.20 ,19562.00 ,6.00 ,27.66 ,8708.00 ,3.00 ,24.25 ,12257.00 ,4.00 
E01003685,Redbridge 030C,E09000026,Redbridge,20.93 ,13604.00 ,5.00 ,0.18 ,8287.00 ,3.00 ,0.07 ,17670.00 ,6.00 ,14.23 ,17960.00 ,6.00 ,-0.63 ,25039.00 ,8.00 ,0.39 ,10666.00 ,4.00 ,31.93 ,5700.00 ,2.00 ,25.56 ,11434.00 ,4.00 
E01003686,Redbridge 030D,E09000026,Redbridge,26.38 ,9947.00 ,4.00 ,0.15 ,10355.00 ,4.00 ,0.10 ,12455.00 ,4.00 ,19.77 ,13902.00 ,5.00 ,-0.65 ,25356.00 ,8.00 ,1.10 ,2793.00 ,1.00 ,32.26 ,5490.00 ,2.00 ,35.75 ,5919.00 ,2.00 
E01003688,Redbridge 030F,E09000026,Redbridge,25.26 ,10610.00 ,4.00 ,0.17 ,8706.00 ,3.00 ,0.09 ,14711.00 ,5.00 ,22.34 ,12325.00 ,4.00 ,-0.36 ,21555.00 ,7.00 ,0.54 ,8526.00 ,3.00 ,39.32 ,2395.00 ,1.00 ,25.05 ,11749.00 ,4.00 
E01003689,Redbridge 030G,E09000026,Redbridge,31.26 ,7418.00 ,3.00 ,0.18 ,7902.00 ,3.00 ,0.09 ,13910.00 ,5.00 ,15.82 ,16737.00 ,6.00 ,0.18 ,13387.00 ,5.00 ,1.62 ,740.00 ,1.00 ,34.72 ,4209.00 ,2.00 ,35.96 ,5827.00 ,2.00 
E01003690,Redbridge 035A,E09000026,Redbridge,18.56 ,15629.00 ,5.00 ,0.11 ,14890.00 ,5.00 ,0.05 ,25798.00 ,8.00 ,7.59 ,24379.00 ,8.00 ,-0.66 ,25465.00 ,8.00 ,1.34 ,1593.00 ,1.00 ,28.97 ,7695.00 ,3.00 ,29.01 ,9376.00 ,3.00 
E01003691,Redbridge 035B,E09000026,Redbridge,13.56 ,20419.00 ,7.00 ,0.11 ,14505.00 ,5.00 ,0.06 ,21686.00 ,7.00 ,7.67 ,24281.00 ,8.00 ,-0.49 ,23285.00 ,8.00 ,0.01 ,16565.00 ,6.00 ,23.22 ,12968.00 ,4.00 ,23.19 ,12992.00 ,4.00 
E01003692,Redbridge 035C,E09000026,Redbridge,14.63 ,19306.00 ,6.00 ,0.12 ,13159.00 ,5.00 ,0.07 ,18621.00 ,6.00 ,6.64 ,25443.00 ,8.00 ,-1.15 ,29925.00 ,10.00 ,0.21 ,13333.00 ,5.00 ,23.79 ,12352.00 ,4.00 ,24.68 ,11984.00 ,4.00 
E01003693,Redbridge 035D,E09000026,Redbridge,14.25 ,19697.00 ,6.00 ,0.11 ,14839.00 ,5.00 ,0.06 ,21981.00 ,7.00 ,9.89 ,21935.00 ,7.00 ,-0.90 ,27942.00 ,9.00 ,0.53 ,8678.00 ,3.00 ,22.63 ,13603.00 ,5.00 ,22.13 ,13761.00 ,5.00 
E01003694,Redbridge 035E,E09000026,Redbridge,16.18 ,17773.00 ,6.00 ,0.13 ,12848.00 ,4.00 ,0.07 ,19958.00 ,7.00 ,7.93 ,24026.00 ,8.00 ,-1.25 ,30605.00 ,10.00 ,0.68 ,6708.00 ,3.00 ,23.64 ,12504.00 ,4.00 ,27.23 ,10403.00 ,4.00 
E01003695,Redbridge 035F,E09000026,Redbridge,22.93 ,12102.00 ,4.00 ,0.17 ,8726.00 ,3.00 ,0.11 ,10523.00 ,4.00 ,7.02 ,25024.00 ,8.00 ,-0.35 ,21392.00 ,7.00 ,0.24 ,12875.00 ,4.00 ,30.44 ,6651.00 ,3.00 ,32.59 ,7418.00 ,3.00 
E01003696,Redbridge 035G,E09000026,Redbridge,11.49 ,22750.00 ,7.00 ,0.12 ,13564.00 ,5.00 ,0.05 ,25983.00 ,8.00 ,3.67 ,28918.00 ,9.00 ,-1.17 ,30118.00 ,10.00 ,-0.29 ,20901.00 ,7.00 ,27.57 ,8778.00 ,3.00 ,18.55 ,16396.00 ,5.00 
E01003697,Redbridge 035H,E09000026,Redbridge,17.93 ,16185.00 ,5.00 ,0.11 ,14599.00 ,5.00 ,0.06 ,20611.00 ,7.00 ,5.45 ,26772.00 ,9.00 ,-1.06 ,29289.00 ,9.00 ,0.70 ,6533.00 ,2.00 ,33.41 ,4868.00 ,2.00 ,33.27 ,7070.00 ,3.00 
E01003698,Redbridge 006A,E09000026,Redbridge,14.46 ,19482.00 ,6.00 ,0.08 ,20416.00 ,7.00 ,0.06 ,21501.00 ,7.00 ,18.20 ,14996.00 ,5.00 ,-0.77 ,26731.00 ,9.00 ,0.48 ,9406.00 ,3.00 ,18.76 ,18160.00 ,6.00 ,32.00 ,7715.00 ,3.00 
E01003699,Redbridge 006B,E09000026,Redbridge,13.90 ,20047.00 ,7.00 ,0.09 ,18770.00 ,6.00 ,0.05 ,24240.00 ,8.00 ,20.90 ,13207.00 ,5.00 ,-0.58 ,24494.00 ,8.00 ,0.20 ,13509.00 ,5.00 ,28.29 ,8197.00 ,3.00 ,14.58 ,19576.00 ,6.00 
E01003700,Redbridge 006C,E09000026,Redbridge,18.06 ,16080.00 ,5.00 ,0.12 ,14281.00 ,5.00 ,0.09 ,14975.00 ,5.00 ,18.47 ,14790.00 ,5.00 ,-0.47 ,22969.00 ,7.00 ,0.26 ,12573.00 ,4.00 ,22.10 ,14206.00 ,5.00 ,28.60 ,9609.00 ,3.00 
E01003701,Redbridge 006D,E09000026,Redbridge,16.42 ,17540.00 ,6.00 ,0.10 ,17047.00 ,6.00 ,0.06 ,22163.00 ,7.00 ,13.27 ,18818.00 ,6.00 ,-0.66 ,25436.00 ,8.00 ,0.86 ,4776.00 ,2.00 ,23.39 ,12767.00 ,4.00 ,29.37 ,9168.00 ,3.00 
E01003702,Redbridge 006E,E09000026,Redbridge,16.75 ,17235.00 ,6.00 ,0.11 ,14595.00 ,5.00 ,0.07 ,19884.00 ,7.00 ,14.63 ,17649.00 ,6.00 ,-0.52 ,23633.00 ,8.00 ,0.39 ,10579.00 ,4.00 ,27.29 ,9003.00 ,3.00 ,24.75 ,11947.00 ,4.00 
E01003703,Redbridge 006F,E09000026,Redbridge,14.52 ,19424.00 ,6.00 ,0.09 ,17359.00 ,6.00 ,0.06 ,20374.00 ,7.00 ,14.21 ,17971.00 ,6.00 ,-1.36 ,31179.00 ,10.00 ,-0.11 ,18217.00 ,6.00 ,36.39 ,3464.00 ,2.00 ,13.92 ,20185.00 ,7.00 
E01003704,Redbridge 006G,E09000026,Redbridge,18.73 ,15466.00 ,5.00 ,0.13 ,12711.00 ,4.00 ,0.10 ,13355.00 ,5.00 ,14.58 ,17693.00 ,6.00 ,-0.26 ,20042.00 ,7.00 ,0.11 ,15021.00 ,5.00 ,23.94 ,12202.00 ,4.00 ,26.01 ,11151.00 ,4.00 
E01003705,Redbridge 010A,E09000026,Redbridge,14.28 ,19660.00 ,6.00 ,0.10 ,15829.00 ,5.00 ,0.06 ,22353.00 ,7.00 ,13.24 ,18839.00 ,6.00 ,-1.19 ,30227.00 ,10.00 ,0.67 ,6805.00 ,3.00 ,22.67 ,13563.00 ,5.00 ,19.39 ,15749.00 ,5.00 
E01003706,Redbridge 010B,E09000026,Redbridge,16.31 ,17640.00 ,6.00 ,0.15 ,10318.00 ,4.00 ,0.08 ,15547.00 ,5.00 ,12.41 ,19570.00 ,6.00 ,-0.51 ,23582.00 ,8.00 ,-0.36 ,21950.00 ,7.00 ,23.24 ,12940.00 ,4.00 ,16.57 ,17920.00 ,6.00 
E01003707,Redbridge 008A,E09000026,Redbridge,15.53 ,18419.00 ,6.00 ,0.13 ,12828.00 ,4.00 ,0.08 ,16842.00 ,6.00 ,10.89 ,20995.00 ,7.00 ,-1.02 ,28965.00 ,9.00 ,0.37 ,10937.00 ,4.00 ,20.44 ,16139.00 ,5.00 ,22.21 ,13718.00 ,5.00 
E01003708,Redbridge 008B,E09000026,Redbridge,29.00 ,8492.00 ,3.00 ,0.22 ,5464.00 ,2.00 ,0.16 ,5790.00 ,2.00 ,19.78 ,13892.00 ,5.00 ,0.01 ,15848.00 ,5.00 ,0.06 ,15737.00 ,5.00 ,30.60 ,6532.00 ,2.00 ,20.28 ,15070.00 ,5.00 
E01003709,Redbridge 008C,E09000026,Redbridge,9.67 ,24915.00 ,8.00 ,0.07 ,21329.00 ,7.00 ,0.05 ,25425.00 ,8.00 ,10.63 ,21245.00 ,7.00 ,-1.06 ,29279.00 ,9.00 ,0.01 ,16564.00 ,6.00 ,19.50 ,17268.00 ,6.00 ,20.93 ,14611.00 ,5.00 
E01003710,Redbridge 008D,E09000026,Redbridge,10.92 ,23433.00 ,8.00 ,0.08 ,19860.00 ,7.00 ,0.05 ,24056.00 ,8.00 ,12.60 ,19403.00 ,6.00 ,-0.76 ,26592.00 ,9.00 ,0.21 ,13316.00 ,5.00 ,19.41 ,17381.00 ,6.00 ,16.75 ,17792.00 ,6.00 
E01003711,Redbridge 010C,E09000026,Redbridge,16.89 ,17087.00 ,6.00 ,0.11 ,14380.00 ,5.00 ,0.07 ,18421.00 ,6.00 ,9.29 ,22584.00 ,7.00 ,-0.29 ,20522.00 ,7.00 ,0.53 ,8707.00 ,3.00 ,26.80 ,9455.00 ,3.00 ,22.07 ,13798.00 ,5.00 
E01003712,Redbridge 010D,E09000026,Redbridge,39.86 ,4305.00 ,2.00 ,0.30 ,2279.00 ,1.00 ,0.21 ,2559.00 ,1.00 ,19.05 ,14360.00 ,5.00 ,0.36 ,10863.00 ,4.00 ,0.13 ,14655.00 ,5.00 ,39.86 ,2235.00 ,1.00 ,18.32 ,16566.00 ,6.00 
E01003713,Redbridge 034A,E09000026,Redbridge,17.32 ,16721.00 ,6.00 ,0.15 ,10622.00 ,4.00 ,0.08 ,17568.00 ,6.00 ,12.93 ,19102.00 ,6.00 ,-0.65 ,25378.00 ,8.00 ,-0.02 ,16924.00 ,6.00 ,26.78 ,9474.00 ,3.00 ,23.73 ,12618.00 ,4.00 
E01003714,Redbridge 034B,E09000026,Redbridge,19.09 ,15160.00 ,5.00 ,0.14 ,11527.00 ,4.00 ,0.08 ,16289.00 ,5.00 ,12.24 ,19736.00 ,7.00 ,-0.53 ,23754.00 ,8.00 ,0.35 ,11235.00 ,4.00 ,26.32 ,9876.00 ,4.00 ,31.45 ,8016.00 ,3.00 
E01003715,Redbridge 034C,E09000026,Redbridge,19.48 ,14846.00 ,5.00 ,0.15 ,10958.00 ,4.00 ,0.07 ,17694.00 ,6.00 ,14.40 ,17830.00 ,6.00 ,-0.93 ,28254.00 ,9.00 ,0.57 ,8070.00 ,3.00 ,29.40 ,7375.00 ,3.00 ,27.56 ,10221.00 ,4.00 
E01003716,Redbridge 034D,E09000026,Redbridge,22.22 ,12597.00 ,4.00 ,0.15 ,10802.00 ,4.00 ,0.09 ,14987.00 ,5.00 ,12.22 ,19750.00 ,7.00 ,-0.32 ,21006.00 ,7.00 ,1.05 ,3129.00 ,1.00 ,24.88 ,11254.00 ,4.00 ,29.57 ,9065.00 ,3.00 
E01003718,Redbridge 034E,E09000026,Redbridge,18.68 ,15521.00 ,5.00 ,0.14 ,11859.00 ,4.00 ,0.07 ,18969.00 ,6.00 ,11.12 ,20789.00 ,7.00 ,-0.70 ,25926.00 ,8.00 ,0.52 ,8813.00 ,3.00 ,29.19 ,7511.00 ,3.00 ,30.46 ,8541.00 ,3.00 
E01003719,Redbridge 034F,E09000026,Redbridge,23.28 ,11868.00 ,4.00 ,0.16 ,9257.00 ,3.00 ,0.08 ,15470.00 ,5.00 ,12.21 ,19759.00 ,7.00 ,-0.58 ,24509.00 ,8.00 ,1.16 ,2491.00 ,1.00 ,27.94 ,8498.00 ,3.00 ,28.90 ,9433.00 ,3.00 
