Code,Area,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017
E02000572,Islington 019,69850.00 ,73645.83 ,90703.13 ,84152.94 ,79180.95 ,86148.28 ,95631.03 ,111713.89 ,143725.00 ,137779.07 ,131248.91 ,129810.00 ,113021.74 ,125190.48 ,122260.87 ,121738.78 ,139798.75 ,139905.21 ,159124.27 ,175277.82 ,169706.18 ,184379.73 ,198513.54 ,194626.36 ,189885.56 ,184068.25 ,192001.96 ,203178.70 ,238270.21 ,249499.91 ,230318.09 ,246553.75 ,237138.05 ,233151.75 ,240606.12 ,241052.09 ,253618.61 ,248972.18 ,261043.88 ,269894.44 ,261473.08 ,263783.22 ,261398.26 ,272367.04 ,277970.77 ,294828.82 ,304281.75 ,330571.86 ,331663.00 ,329622.00 ,333463.82 ,303443.67 ,313645.61 ,314526.60 ,307283.96 ,314283.12 ,346056.82 ,383901.18 ,406907.76 ,394988.52 ,379676.49 ,362036.73 ,354566.30 ,372341.46 ,351581.09 ,339852.39 ,358075.52 ,336575.05 ,331538.91 ,334172.95 ,335810.78 ,399548.69 ,455961.60 ,466324.47 ,470732.76 ,448439.27 ,440215.44 ,480960.27 ,523616.26 ,600487.73 ,624905.67 ,611663.26 ,577332.07 ,539490.88 ,505893.52 ,490604.17 ,576403.85 ,586022.22 ,598608.33 
E02000573,Islington 020,167599.37 ,171592.16 ,176077.98 ,200253.89 ,195019.52 ,191675.33 ,200274.73 ,190753.06 ,205440.98 ,215822.37 ,223399.69 ,233240.17 ,234880.72 ,245144.74 ,252722.21 ,272511.95 ,290100.66 ,312107.18 ,337516.37 ,364986.82 ,370084.84 ,354838.90 ,368003.21 ,364496.78 ,371687.10 ,391513.61 ,412912.21 ,447771.24 ,451698.09 ,462454.65 ,461773.86 ,444916.73 ,438214.76 ,437539.91 ,435537.40 ,418008.99 ,406082.88 ,407191.35 ,427158.58 ,441844.20 ,472882.69 ,486640.28 ,486397.46 ,520671.01 ,516794.48 ,511297.58 ,543067.59 ,570154.28 ,612776.92 ,613285.11 ,593950.35 ,602502.01 ,571363.75 ,566004.83 ,606605.04 ,572572.81 ,613359.95 ,662800.76 ,666296.25 ,707395.80 ,735412.65 ,719738.72 ,733620.17 ,717246.01 ,698887.94 ,705583.77 ,752249.53 ,764166.15 ,772622.45 ,765775.00 ,760027.55 ,813013.41 ,863142.19 ,1003281.98 ,1048569.46 ,1099877.86 ,1032071.58 ,1012329.41 ,1023936.77 ,1037035.16 ,1102548.16 ,921690.47 ,909974.74 ,915614.33 ,957379.69 ,1079484.00 ,1242771.11 ,1278575.49 ,1243050.00 
E02000574,Islington 021,131447.10 ,134495.66 ,138579.48 ,136640.47 ,146927.81 ,154279.80 ,168786.42 ,189536.03 ,195736.19 ,191482.85 ,196495.18 ,191868.48 ,186320.94 ,194206.10 ,197628.60 ,205620.33 ,216716.52 ,230342.90 ,232748.14 ,247897.58 ,257751.27 ,263963.97 ,272138.72 ,276388.91 ,289916.92 ,292738.23 ,296354.18 ,318797.01 ,324039.09 ,318623.67 ,325979.82 ,329534.13 ,317086.03 ,335512.95 ,347210.74 ,355058.99 ,352428.35 ,340630.65 ,340137.94 ,339879.55 ,353306.19 ,359544.78 ,356875.74 ,355413.83 ,356816.72 ,377425.11 ,430006.40 ,447321.48 ,459342.82 ,474914.28 ,451323.72 ,471110.82 ,496243.11 ,520106.78 ,503491.43 ,487891.53 ,480775.74 ,461089.41 ,474986.44 ,475335.56 ,486414.82 ,496334.08 ,500879.72 ,519293.67 ,538907.65 ,537961.24 ,553919.44 ,573649.15 ,637794.53 ,665395.76 ,666757.66 ,677233.69 ,663528.08 ,649842.61 ,687029.18 ,737738.14 ,760086.28 ,781005.24 ,837639.02 ,880891.62 ,906305.26 ,994784.03 ,949463.94 ,919152.95 ,854197.97 ,835278.41 ,848360.22 ,841140.20 ,882704.17 
E02000575,Islington 022,129590.91 ,137336.23 ,145284.85 ,136810.48 ,141373.97 ,140123.12 ,142057.86 ,159448.07 ,169456.06 ,187351.52 ,207502.17 ,211063.62 ,214580.69 ,218650.02 ,250348.11 ,257343.96 ,259824.61 ,260140.79 ,248091.97 ,258179.86 ,284521.50 ,302212.47 ,327047.99 ,321999.89 ,316866.11 ,317696.95 ,312251.68 ,328315.22 ,347885.26 ,357955.87 ,346784.69 ,346683.45 ,338926.37 ,341672.72 ,369349.25 ,370881.53 ,386119.05 ,385544.07 ,381854.30 ,382253.21 ,383411.59 ,390572.67 ,395724.13 ,405944.20 ,417401.94 ,423541.00 ,457356.60 ,505438.29 ,522822.33 ,530906.60 ,529894.97 ,495379.94 ,486066.81 ,486528.48 ,461067.35 ,479987.29 ,494045.16 ,489242.29 ,497036.74 ,536263.31 ,539246.76 ,567730.62 ,564536.93 ,519823.06 ,522114.10 ,570531.56 ,603307.08 ,639121.43 ,664045.18 ,605480.57 ,612509.54 ,624569.34 ,670694.07 ,724362.09 ,766991.56 ,810243.21 ,808522.67 ,794492.16 ,788311.91 ,795388.27 ,794329.16 ,825797.47 ,825309.83 ,832977.17 ,881597.85 ,922965.74 ,934225.25 ,946254.74 ,908759.24 
E02000576,Islington 023,120027.78 ,116483.33 ,110527.77 ,116122.76 ,122149.00 ,130722.29 ,147203.93 ,157732.24 ,153428.57 ,157595.14 ,200278.25 ,210032.60 ,206122.35 ,203464.46 ,187607.30 ,184687.12 ,192348.71 ,208173.18 ,229285.56 ,237877.73 ,239699.47 ,222161.65 ,234949.66 ,272098.38 ,273483.38 ,288160.79 ,302018.87 ,285624.21 ,295829.94 ,295278.72 ,301059.03 ,280343.47 ,283727.80 ,299963.51 ,304515.50 ,315541.50 ,309931.98 ,301303.02 ,290184.83 ,288540.00 ,295964.00 ,299974.60 ,306629.72 ,315859.22 ,327933.93 ,342054.70 ,374336.92 ,422856.74 ,428965.68 ,449280.46 ,458114.37 ,414748.86 ,398174.84 ,365842.00 ,359099.88 ,330467.37 ,349285.52 ,383482.87 ,416471.13 ,442815.01 ,483230.14 ,489796.37 ,490590.02 ,506640.82 ,500061.97 ,525459.99 ,532070.31 ,535722.00 ,546489.62 ,558063.78 ,588510.24 ,636687.77 ,646275.89 ,645333.31 ,656003.43 ,672777.61 ,690160.51 ,712165.09 ,692936.21 ,646931.80 ,675522.89 ,753185.91 ,793004.25 ,796310.08 ,788416.74 ,757871.07 ,738311.25 ,727888.59 ,715273.50 
E02000577,Kensington and Chelsea 001,80220.83 ,82123.61 ,90593.42 ,87735.94 ,76668.18 ,94000.00 ,85087.50 ,84789.35 ,94828.63 ,97834.22 ,97058.46 ,120510.29 ,116357.58 ,114247.50 ,126617.11 ,116650.00 ,129018.33 ,148600.00 ,161012.90 ,175130.00 ,175104.29 ,182531.87 ,173939.15 ,160258.63 ,166084.00 ,160275.00 ,168712.50 ,179545.43 ,217953.33 ,228260.12 ,243716.18 ,266177.59 ,267625.00 ,258920.97 ,258993.03 ,278371.93 ,255631.92 ,259798.30 ,280727.27 ,239558.88 ,258940.40 ,272062.29 ,256517.11 ,350165.12 ,344764.71 ,364700.00 ,410319.64 ,399801.52 ,435085.41 ,454372.42 ,419087.86 ,373686.53 ,334338.05 ,386371.95 ,396725.69 ,372608.00 ,377392.79 ,309813.03 ,315063.76 ,372694.65 ,377764.88 ,423342.00 ,432888.43 ,307857.65 ,465328.24 ,451049.09 ,465068.18 ,440358.00 ,355575.00 ,359766.67 ,415427.59 ,485120.27 ,497524.59 ,561150.64 ,566765.54 ,588342.42 ,636803.06 ,618692.22 ,618404.50 ,617124.58 ,659822.60 ,681041.54 ,666433.42 ,663396.74 ,703323.13 ,729893.75 ,837837.33 ,844006.76 ,823330.36 
E02000578,Kensington and Chelsea 002,102794.12 ,96107.14 ,84262.00 ,102042.50 ,94783.53 ,90105.94 ,98995.45 ,102582.76 ,123418.00 ,127039.58 ,120720.56 ,112478.87 ,108313.08 ,112000.70 ,154078.95 ,164216.67 ,183150.00 ,222055.17 ,205503.13 ,210562.86 ,206875.00 ,181582.35 ,185812.20 ,189648.72 ,190995.83 ,196637.18 ,204551.39 ,256208.75 ,270944.44 ,270500.00 ,287305.56 ,254071.43 ,253150.00 ,260176.00 ,272674.19 ,287356.25 ,336996.43 ,338551.72 ,354500.00 ,361527.78 ,345408.82 ,478663.44 ,469552.33 ,487735.33 ,452413.52 ,357119.35 ,390064.71 ,402996.92 ,380025.88 ,417005.12 ,400375.16 ,339534.23 ,323150.00 ,322208.33 ,334593.75 ,405673.13 ,429154.71 ,509567.58 ,521196.42 ,523587.23 ,533999.41 ,495336.41 ,463175.00 ,419327.39 ,544667.92 ,570076.07 ,565165.48 ,715964.52 ,654811.11 ,669211.80 ,681851.12 ,542469.96 ,526695.48 ,529639.57 ,554759.26 ,680612.78 ,727866.88 ,763930.00 ,804305.36 ,641686.84 ,635086.36 ,612787.50 ,666704.17 ,634625.81 ,632620.00 ,640781.25 ,939510.87 ,1207589.29 ,1369840.91 
E02000579,Kensington and Chelsea 003,132222.95 ,123720.43 ,127212.78 ,124722.67 ,141807.50 ,146041.67 ,152956.94 ,166962.69 ,172791.68 ,184315.18 ,194524.40 ,208736.01 ,206137.45 ,227928.72 ,229098.62 ,238180.14 ,263447.38 ,242998.99 ,284327.81 ,281808.51 ,282845.66 ,304121.19 ,295642.60 ,304455.30 ,315845.48 ,306832.10 ,307647.09 ,325270.67 ,330877.80 ,350826.13 ,338459.01 ,353467.03 ,355331.66 ,377959.08 ,419800.72 ,427569.36 ,445706.20 ,450393.20 ,463688.41 ,451513.55 ,460399.00 ,487570.62 ,482230.72 ,489411.93 ,472842.29 ,477105.62 ,507817.44 ,564923.71 ,652895.67 ,649979.70 ,641439.03 ,625003.25 ,588842.54 ,615931.73 ,605273.53 ,626260.20 ,612584.42 ,719234.25 ,728541.53 ,715191.70 ,837299.74 ,757607.60 ,760830.01 ,841673.40 ,725106.20 ,761557.04 ,904206.05 ,911625.03 ,936570.41 ,1014105.04 ,959630.35 ,909252.36 ,942233.86 ,927654.26 ,982696.71 ,1131450.97 ,1155661.94 ,1345261.66 ,1260677.14 ,1060746.80 ,1143212.46 ,969709.14 ,1010606.30 ,1230044.04 ,1201574.26 ,1273449.06 ,1317510.42 ,1202269.79 ,1099301.06 
E02000580,Kensington and Chelsea 004,125221.59 ,127845.63 ,135734.67 ,133906.97 ,140500.80 ,141954.20 ,142801.64 ,163329.83 ,165128.87 ,177685.54 ,181183.63 ,176784.97 ,190476.94 ,192267.73 ,204339.22 ,220664.72 ,225641.61 ,243703.73 ,262351.72 ,284184.21 ,315117.30 ,312062.67 ,339181.64 ,339936.61 ,334670.36 ,338833.84 ,353462.53 ,362615.51 ,376721.23 ,400732.11 ,392177.08 ,351845.07 ,383563.13 ,402020.42 ,401326.33 ,435229.35 ,427878.66 ,421377.85 ,422442.44 ,413247.28 ,439091.09 ,466116.85 ,478747.68 ,532133.44 ,544819.70 ,567435.41 ,602738.31 ,635396.09 ,657518.72 ,659904.88 ,710950.03 ,728685.42 ,661921.30 ,672168.37 ,522804.16 ,533293.57 ,550510.38 ,662069.01 ,729639.20 ,796695.18 ,895417.24 ,891664.82 ,897436.02 ,912682.90 ,895424.78 ,907540.19 ,892091.77 ,897500.37 ,877386.36 ,834768.20 ,860083.66 ,862813.52 ,865342.53 ,939138.69 ,1059020.72 ,1105739.89 ,1160772.65 ,1090187.64 ,948874.33 ,891168.92 ,969573.29 ,893867.46 ,936647.28 ,980092.06 ,896612.91 ,1011542.48 ,1058820.26 ,1029639.69 ,1071668.40 
E02000581,Kensington and Chelsea 005,201181.50 ,189408.75 ,152838.09 ,157146.34 ,144472.22 ,173292.68 ,199571.31 ,218004.63 ,199394.71 ,204277.87 ,237014.38 ,246846.49 ,265390.74 ,247361.84 ,223784.11 ,223336.51 ,235582.10 ,254269.23 ,250475.98 ,296469.98 ,333098.75 ,404262.50 ,417575.64 ,361514.75 ,333601.93 ,318421.94 ,314886.62 ,319304.46 ,311358.04 ,267773.58 ,256442.05 ,235735.53 ,248154.78 ,356726.89 ,364117.64 ,460376.47 ,532312.66 ,495512.16 ,524716.67 ,560107.14 ,496681.82 ,515875.00 ,514468.09 ,468715.69 ,446968.00 ,400988.89 ,442569.49 ,402989.86 ,431018.56 ,486192.26 ,443532.24 ,491764.52 ,553510.87 ,442550.00 ,441050.00 ,844875.00 ,962452.48 ,1058170.10 ,1077225.08 ,1060278.35 ,963999.71 ,810676.92 ,863700.00 ,714105.00 ,710911.11 ,903545.45 ,947516.67 ,899048.39 ,982746.43 ,816716.63 ,672447.32 ,795803.61 ,819413.70 ,857070.71 ,1052055.88 ,993546.77 ,1055330.74 ,1082552.75 ,1151408.03 ,1167313.21 ,1013950.57 ,1085274.76 ,955678.41 ,956400.77 ,1029949.75 ,1306233.00 ,1147694.17 ,998697.25 ,963463.33 
E02000582,Kensington and Chelsea 006,210399.75 ,215103.03 ,222092.53 ,250031.58 ,266602.41 ,285390.56 ,294986.81 ,328086.30 ,336677.12 ,369569.26 ,371306.66 ,385773.33 ,395258.26 ,364739.95 ,445059.41 ,456970.08 ,482452.25 ,506010.64 ,467900.01 ,452561.83 ,460477.67 ,466516.11 ,518325.06 ,637342.05 ,637543.64 ,646512.58 ,678539.57 ,619055.01 ,651077.84 ,707113.02 ,734703.68 ,729962.16 ,724448.51 ,662378.11 ,656976.40 ,706164.23 ,691552.07 ,734112.77 ,721730.18 ,693938.18 ,758816.81 ,754760.71 ,791974.00 ,833524.51 ,804166.43 ,882247.71 ,921307.61 ,976832.69 ,1063449.38 ,1102333.16 ,1156869.04 ,1100027.34 ,1205666.18 ,1076092.31 ,1013674.08 ,1087946.95 ,903599.94 ,1048564.40 ,1058778.93 ,1212338.70 ,1442384.35 ,1369017.25 ,1426551.74 ,1383073.23 ,1243659.66 ,1284708.44 ,1293641.87 ,1473702.44 ,1505186.12 ,1552817.92 ,1559653.83 ,1292529.85 ,1540357.40 ,1853003.62 ,1940903.01 ,2065323.87 ,1954618.70 ,1712036.85 ,1681128.81 ,1666617.86 ,1788630.98 ,1900081.35 ,1851527.02 ,2048864.51 ,1917376.81 ,1929026.10 ,1793230.32 ,1673371.01 ,1753578.99 
E02000583,Kensington and Chelsea 007,269173.94 ,276757.95 ,269414.93 ,310694.53 ,317486.19 ,336163.37 ,375075.69 ,385987.68 ,409488.71 ,442565.75 ,435807.06 ,453620.26 ,452051.93 ,434551.05 ,455515.61 ,500399.45 ,496948.82 ,526609.64 ,553002.47 ,536139.32 ,599561.36 ,610707.08 ,651769.24 ,733835.45 ,731653.08 ,696162.91 ,666269.03 ,669509.08 ,725718.40 ,776230.80 ,838381.85 ,836743.25 ,742881.60 ,808027.27 ,800523.51 ,845621.59 ,889022.33 ,900492.71 ,924287.58 ,916918.47 ,936496.11 ,915965.72 ,952488.34 ,999179.71 ,1045842.78 ,1069015.18 ,1180383.93 ,1289935.30 ,1344918.39 ,1557968.84 ,1547763.28 ,1658959.34 ,2044075.79 ,1784256.33 ,1916582.32 ,1571352.34 ,1256092.36 ,1471195.87 ,1364385.23 ,1631224.50 ,1810523.35 ,1744865.05 ,1716301.42 ,1558430.38 ,1490850.77 ,1577099.58 ,1859078.11 ,2325375.26 ,2181805.07 ,2036784.06 ,2062131.39 ,1822240.70 ,2032246.25 ,2175954.94 ,2056159.96 ,2448667.96 ,2372668.18 ,2430286.10 ,2427186.84 ,2082045.07 ,2247608.24 ,2998271.17 ,3183417.18 ,3462305.68 ,3417462.24 ,2699245.65 ,2686309.01 ,2739803.59 ,2762387.38 
E02000584,Kensington and Chelsea 008,334798.17 ,318321.17 ,334411.37 ,345900.51 ,362097.81 ,369231.69 ,379308.48 ,410891.88 ,436348.57 ,440655.97 ,453865.10 ,539486.11 ,522968.88 ,570171.98 ,575022.29 ,508123.65 ,513010.35 ,539880.24 ,560731.89 ,597458.52 ,633477.84 ,625887.93 ,627576.27 ,612503.15 ,649125.49 ,677884.84 ,726780.23 ,785900.06 ,748292.52 ,739222.87 ,701027.04 ,721208.12 ,772568.46 ,755253.28 ,776488.71 ,756522.81 ,982317.42 ,1051726.47 ,1200680.26 ,1281463.34 ,1235988.01 ,1319964.24 ,1238469.66 ,1396248.84 ,1354363.48 ,1384262.17 ,1384527.75 ,1311476.32 ,1371117.38 ,1338420.52 ,1487887.35 ,1434145.76 ,1335757.78 ,1325145.75 ,1280136.32 ,1423919.98 ,1513203.85 ,1502718.32 ,1686697.96 ,1564184.08 ,1511218.23 ,1626250.51 ,1580920.81 ,1735774.87 ,1741066.50 ,1754209.37 ,1711554.37 ,1611957.39 ,1718066.41 ,1836485.87 ,1877652.66 ,2078960.86 ,2138798.79 ,2298721.01 ,2227600.66 ,2197928.71 ,2180669.26 ,2158887.73 ,2384570.22 ,2429957.53 ,2518939.67 ,2366543.53 ,2386948.77 ,2307521.37 ,2426218.51 ,2394783.82 ,2601849.82 ,2821741.88 ,3502705.57 
E02000585,Kensington and Chelsea 009,300418.67 ,333857.65 ,291955.63 ,338922.98 ,329648.13 ,314914.98 ,333342.69 ,320845.33 ,339171.53 ,356990.92 ,363723.96 ,467566.48 ,421320.78 ,397243.96 ,424507.87 ,378003.76 ,415316.59 ,483132.20 ,512418.33 ,599223.04 ,608385.98 ,607329.61 ,651755.82 ,683704.16 ,689929.52 ,693417.30 ,604455.88 ,504311.13 ,540561.94 ,536207.03 ,640513.79 ,847282.93 ,955380.82 ,1025545.71 ,1000151.14 ,881423.27 ,806303.10 ,768953.27 ,695754.88 ,739754.03 ,736438.57 ,724014.18 ,734747.38 ,781901.12 ,827249.95 ,971386.57 ,1031197.50 ,1086772.89 ,1127313.22 ,1068269.28 ,1178389.89 ,1057014.61 ,1103140.82 ,1128364.73 ,819629.36 ,928930.00 ,1017739.96 ,1092826.61 ,1110978.21 ,1159920.56 ,1282115.56 ,1364848.78 ,1409274.43 ,1392805.81 ,1338729.57 ,1177530.74 ,1154211.58 ,1424803.83 ,1319107.42 ,1314714.26 ,1327702.04 ,1456409.97 ,1823915.76 ,2099847.01 ,2487371.89 ,2368097.27 ,2302309.39 ,2209325.15 ,1898776.04 ,2068789.61 ,2063794.87 ,1993017.49 ,1992713.82 ,1769329.81 ,1824279.90 ,1773099.88 ,1712734.77 ,1793112.98 ,1593565.07 
E02000586,Kensington and Chelsea 010,315735.63 ,331575.85 ,337148.49 ,381060.37 ,379916.70 ,396380.12 ,407482.33 ,414977.65 ,438393.27 ,450377.89 ,485483.96 ,470891.27 ,467554.04 ,476120.05 ,487584.78 ,527690.66 ,591605.94 ,673659.70 ,719661.87 ,742792.62 ,756194.20 ,737217.63 ,704137.02 ,783595.82 ,794194.43 ,780768.43 ,821654.59 ,788034.97 ,802749.25 ,791549.86 ,798638.78 ,777813.76 ,781073.68 ,897444.85 ,829429.92 ,869431.03 ,862639.47 ,780232.04 ,865642.72 ,915112.88 ,952590.77 ,972531.77 ,984311.90 ,1027331.51 ,1064024.74 ,1139033.57 ,1180727.93 ,1190473.00 ,1277815.92 ,1412639.29 ,1402504.13 ,1344980.83 ,1358893.21 ,1064136.06 ,1166318.18 ,1276973.47 ,1193383.71 ,1481417.71 ,1487238.42 ,1473825.47 ,1456135.24 ,1353844.91 ,1366490.18 ,1380252.56 ,1521475.91 ,1497583.69 ,1666003.55 ,1878192.28 ,2118410.00 ,2336372.26 ,2306298.84 ,2365172.92 ,2227371.46 ,2208483.02 ,2335650.40 ,2646991.04 ,2686135.55 ,2790026.85 ,3279731.46 ,3286178.92 ,3561020.85 ,3248292.24 ,2880974.38 ,2780346.36 ,2570550.88 ,2999109.76 ,2966026.90 ,2753485.68 ,2506215.82 
E02000587,Kensington and Chelsea 011,368273.09 ,373859.85 ,379233.15 ,406110.24 ,383636.33 ,378496.69 ,383603.76 ,346443.50 ,362175.66 ,412722.35 ,396020.97 ,452136.92 ,469764.71 ,451674.56 ,506142.13 ,496077.94 ,530294.86 ,607307.85 ,775579.74 ,894925.70 ,976483.32 ,1026277.66 ,835351.30 ,805661.29 ,818846.66 ,752935.84 ,790792.40 ,801021.68 ,784302.99 ,806825.15 ,807176.54 ,775196.53 ,779882.06 ,773986.28 ,734234.73 ,802333.11 ,784598.21 ,788977.92 ,767741.00 ,792547.56 ,827499.29 ,907397.37 ,1010338.50 ,979329.60 ,1009164.30 ,1031913.05 ,1055691.10 ,1136942.13 ,1141129.10 ,1217734.50 ,1453620.56 ,1509062.77 ,1574319.75 ,1432676.82 ,1223077.20 ,1257097.04 ,1267687.61 ,1350443.35 ,1338858.11 ,1478025.27 ,1679850.39 ,1706020.84 ,1811025.53 ,1697340.05 ,1657207.26 ,1721547.08 ,1902860.19 ,2189214.06 ,2231009.83 ,2250156.05 ,2186693.42 ,2003421.95 ,2361393.11 ,2452245.55 ,2429542.05 ,2655476.88 ,2375730.87 ,2279901.00 ,2236849.17 ,2243020.33 ,2964214.86 ,3178412.69 ,3288639.23 ,3281031.58 ,2756875.15 ,2123597.84 ,2643181.61 ,2718641.17 ,2683530.67 
E02000588,Kensington and Chelsea 012,342988.55 ,371113.53 ,380125.60 ,388117.87 ,393487.20 ,410223.12 ,431447.56 ,464392.93 ,488514.98 ,486049.43 ,492371.80 ,473637.47 ,489421.29 ,507103.38 ,507415.12 ,547200.69 ,587554.31 ,637879.36 ,673511.74 ,699776.32 ,719720.83 ,718826.39 ,758897.46 ,784937.62 ,780431.56 ,812878.51 ,888405.30 ,926514.23 ,938532.24 ,945484.60 ,886393.11 ,890310.80 ,914842.21 ,899142.29 ,914532.66 ,896191.76 ,900314.49 ,911965.30 ,916917.30 ,968581.47 ,1047799.57 ,1151418.65 ,1208323.85 ,1267776.07 ,1206752.62 ,1249317.02 ,1345075.59 ,1389052.72 ,1604270.10 ,1618632.76 ,1805495.00 ,1840090.43 ,1722423.70 ,1734183.04 ,1306128.05 ,1281485.90 ,1277575.91 ,1393537.38 ,1456022.44 ,1517889.76 ,1555823.06 ,1629770.15 ,1687469.22 ,1780138.95 ,1862540.42 ,1942087.94 ,1990696.77 ,2103736.54 ,2346227.43 ,2387017.97 ,2654564.90 ,2876442.21 ,2884373.76 ,2967934.13 ,2989497.90 ,2820532.98 ,3017026.28 ,3011030.95 ,3022275.56 ,3206073.72 ,3043960.08 ,2903422.84 ,2845289.04 ,2846938.38 ,3154997.02 ,3778106.48 ,3475838.86 ,3372985.12 ,3197276.41 
E02000589,Kensington and Chelsea 013,231461.61 ,244878.66 ,258365.67 ,260464.54 ,266574.51 ,293139.50 ,302952.82 ,327224.86 ,353101.57 ,353301.38 ,351112.47 ,328263.35 ,317931.28 ,296558.40 ,291813.20 ,309347.84 ,311504.51 ,356162.12 ,389346.17 ,424902.65 ,446594.93 ,453720.97 ,479171.03 ,491996.44 ,509354.31 ,510682.85 ,500899.00 ,501262.88 ,514751.42 ,502511.10 ,538841.89 ,511129.86 ,488762.05 ,529849.95 ,528144.23 ,545746.41 ,551257.24 ,552296.03 ,537983.51 ,521361.06 ,522230.23 ,576321.78 ,638126.75 ,664226.51 ,713591.24 ,748577.12 ,749883.02 ,848041.34 ,865680.84 ,848228.77 ,874443.82 ,763377.92 ,769871.00 ,731905.18 ,734419.21 ,752311.19 ,766927.45 ,860268.49 ,911059.50 ,1085716.18 ,1142955.62 ,1113752.42 ,1070842.79 ,991113.53 ,1048071.90 ,1077270.24 ,1146747.05 ,1160537.36 ,1158442.09 ,1191988.73 ,1212317.77 ,1365617.41 ,1374684.70 ,1367469.82 ,1382255.05 ,1321903.73 ,1306369.01 ,1323750.31 ,1375782.92 ,1388695.65 ,1342019.25 ,1401092.16 ,1332261.58 ,1321807.52 ,1490960.95 ,1448901.06 ,1552832.68 ,1470537.74 ,1418514.64 
E02000590,Kensington and Chelsea 014,254775.61 ,264317.37 ,286483.44 ,289505.99 ,258071.55 ,278448.58 ,288122.02 ,315489.27 ,321877.66 ,322560.19 ,314106.53 ,291168.19 ,293932.63 ,310673.77 ,346674.20 ,355265.74 ,405691.49 ,479222.22 ,480092.63 ,564966.72 ,517966.24 ,412550.35 ,410749.73 ,404980.52 ,442040.43 ,462165.39 ,489286.06 ,456612.15 ,443907.41 ,452000.99 ,418751.20 ,478206.08 ,486123.07 ,546323.13 ,538983.95 ,547736.68 ,561724.96 ,547785.83 ,615664.87 ,590757.14 ,614112.86 ,629473.15 ,625544.72 ,619901.25 ,623363.00 ,633313.64 ,625308.56 ,772394.85 ,812999.58 ,810395.22 ,923003.32 ,848217.44 ,981251.11 ,1004813.86 ,1205184.83 ,1026489.36 ,1050685.96 ,1065782.75 ,934097.06 ,1102913.90 ,1029275.84 ,1168869.44 ,1295409.47 ,1256978.72 ,1353575.29 ,1240552.03 ,1265283.03 ,1411733.75 ,1357168.69 ,1585419.61 ,1534980.57 ,1523607.65 ,1561114.69 ,1600313.56 ,1871268.06 ,1838097.56 ,1987934.24 ,1958644.42 ,1557555.74 ,1632319.63 ,1550358.10 ,1543212.19 ,1756629.69 ,1848626.63 ,2222073.13 ,2694409.09 ,2517663.93 ,2307704.92 ,1986195.65 
