LSOA Code,LSOA Name,LA Code (2019 boundaries),LA name (2019 boundaries),All Ages
E01003917,Southwark 020C,E09000028,Southwark,1849.00 
E01003918,Southwark 020D,E09000028,Southwark,1392.00 
E01003919,Southwark 021A,E09000028,Southwark,1848.00 
E01003920,Southwark 021B,E09000028,Southwark,1925.00 
E01003921,Southwark 021C,E09000028,Southwark,1743.00 
E01003922,Southwark 021D,E09000028,Southwark,2226.00 
E01003923,Southwark 017A,E09000028,Southwark,1791.00 
E01003924,Southwark 021E,E09000028,Southwark,2029.00 
E01003925,Southwark 020E,E09000028,Southwark,1932.00 
E01003926,Southwark 021F,E09000028,Southwark,1354.00 
E01003927,Southwark 002A,E09000028,Southwark,3566.00 
E01003929,Southwark 002B,E09000028,Southwark,2463.00 
E01003930,Southwark 034A,E09000028,Southwark,1874.00 
E01003932,Southwark 034B,E09000028,Southwark,1592.00 
E01003933,Southwark 034C,E09000028,Southwark,1881.00 
E01003934,Southwark 002C,E09000028,Southwark,2163.00 
E01003935,Southwark 002D,E09000028,Southwark,1294.00 
E01003936,Southwark 009A,E09000028,Southwark,3291.00 
E01003937,Southwark 009B,E09000028,Southwark,1435.00 
E01003938,Southwark 006A,E09000028,Southwark,1588.00 
E01003939,Southwark 002E,E09000028,Southwark,1968.00 
E01003940,Southwark 006B,E09000028,Southwark,1376.00 
E01003941,Southwark 006C,E09000028,Southwark,2085.00 
E01003942,Southwark 006D,E09000028,Southwark,1509.00 
E01003943,Southwark 009C,E09000028,Southwark,1118.00 
E01003945,Southwark 033A,E09000028,Southwark,1787.00 
E01003946,Southwark 033B,E09000028,Southwark,1837.00 
E01003947,Southwark 033C,E09000028,Southwark,1555.00 
E01003948,Southwark 033D,E09000028,Southwark,1756.00 
E01003949,Southwark 032A,E09000028,Southwark,2099.00 
E01003950,Southwark 032B,E09000028,Southwark,1956.00 
E01003951,Southwark 033E,E09000028,Southwark,1566.00 
E01003952,Southwark 030A,E09000028,Southwark,1793.00 
E01003953,Southwark 028A,E09000028,Southwark,2132.00 
E01003954,Southwark 030B,E09000028,Southwark,1648.00 
E01003955,Southwark 028B,E09000028,Southwark,2087.00 
E01003956,Southwark 030C,E09000028,Southwark,1811.00 
E01003957,Southwark 032C,E09000028,Southwark,1842.00 
E01003958,Southwark 032D,E09000028,Southwark,1925.00 
E01003960,Southwark 012A,E09000028,Southwark,2019.00 
E01003961,Southwark 012B,E09000028,Southwark,2100.00 
E01003963,Southwark 016A,E09000028,Southwark,1651.00 
E01003964,Southwark 015A,E09000028,Southwark,2317.00 
E01003966,Southwark 015B,E09000028,Southwark,1865.00 
E01003967,Southwark 016B,E09000028,Southwark,921.00 
E01003968,Southwark 015C,E09000028,Southwark,1175.00 
E01003969,Southwark 017B,E09000028,Southwark,2677.00 
E01003970,Southwark 016C,E09000028,Southwark,1219.00 
E01003971,Southwark 015D,E09000028,Southwark,1199.00 
E01003972,Southwark 016D,E09000028,Southwark,1708.00 
E01003973,Southwark 016E,E09000028,Southwark,1720.00 
E01003974,Southwark 015E,E09000028,Southwark,1382.00 
E01003975,Southwark 004A,E09000028,Southwark,1943.00 
E01003976,Southwark 003A,E09000028,Southwark,2438.00 
E01003977,Southwark 010A,E09000028,Southwark,2239.00 
E01003978,Southwark 004B,E09000028,Southwark,2944.00 
E01003979,Southwark 006E,E09000028,Southwark,1925.00 
E01003980,Southwark 013A,E09000028,Southwark,1974.00 
E01003981,Southwark 006F,E09000028,Southwark,2333.00 
E01003983,Southwark 018A,E09000028,Southwark,1888.00 
E01003984,Southwark 023A,E09000028,Southwark,2090.00 
E01003986,Southwark 011A,E09000028,Southwark,1697.00 
E01003987,Southwark 011B,E09000028,Southwark,1876.00 
E01003988,Southwark 018B,E09000028,Southwark,2394.00 
E01003989,Southwark 018C,E09000028,Southwark,2073.00 
E01003990,Southwark 018D,E09000028,Southwark,2122.00 
E01003991,Southwark 017C,E09000028,Southwark,1292.00 
E01003992,Southwark 014A,E09000028,Southwark,1691.00 
E01003993,Southwark 017D,E09000028,Southwark,1934.00 
E01003994,Southwark 012E,E09000028,Southwark,1487.00 
E01003995,Southwark 014B,E09000028,Southwark,1452.00 
E01003997,Southwark 017E,E09000028,Southwark,1253.00 
E01003998,Southwark 014D,E09000028,Southwark,1446.00 
E01003999,Southwark 014E,E09000028,Southwark,1507.00 
E01004000,Southwark 026A,E09000028,Southwark,2212.00 
E01004001,Southwark 026B,E09000028,Southwark,1843.00 
E01004002,Southwark 029A,E09000028,Southwark,1875.00 
E01004003,Southwark 023B,E09000028,Southwark,2021.00 
E01004004,Southwark 023C,E09000028,Southwark,2777.00 
E01004005,Southwark 023D,E09000028,Southwark,2479.00 
E01004006,Southwark 023E,E09000028,Southwark,2214.00 
E01004007,Southwark 018E,E09000028,Southwark,1320.00 
E01004008,Southwark 022B,E09000028,Southwark,2051.00 
E01004010,Southwark 022D,E09000028,Southwark,1665.00 
E01004011,Southwark 019B,E09000028,Southwark,2292.00 
E01004012,Southwark 019C,E09000028,Southwark,2411.00 
E01004013,Southwark 019D,E09000028,Southwark,1399.00 
E01004014,Southwark 019E,E09000028,Southwark,1791.00 
E01004015,Southwark 028C,E09000028,Southwark,1676.00 
E01004016,Southwark 029B,E09000028,Southwark,2599.00 
E01004017,Southwark 029C,E09000028,Southwark,1632.00 
E01004018,Southwark 032E,E09000028,Southwark,1994.00 
E01004019,Southwark 026C,E09000028,Southwark,2430.00 
E01004020,Southwark 029D,E09000028,Southwark,1697.00 
E01004021,Southwark 028D,E09000028,Southwark,2263.00 
E01004022,Southwark 004C,E09000028,Southwark,3854.00 
E01004023,Southwark 004D,E09000028,Southwark,1955.00 
E01004024,Southwark 011C,E09000028,Southwark,2203.00 
E01004027,Southwark 003E,E09000028,Southwark,2750.00 
E01004028,Southwark 004E,E09000028,Southwark,2815.00 
E01004029,Southwark 001A,E09000028,Southwark,2419.00 
E01004030,Southwark 007A,E09000028,Southwark,1527.00 
E01004031,Southwark 007B,E09000028,Southwark,2446.00 
E01004032,Southwark 001B,E09000028,Southwark,2032.00 
E01004033,Southwark 007C,E09000028,Southwark,2787.00 
E01004034,Southwark 007D,E09000028,Southwark,1770.00 
E01004035,Southwark 011D,E09000028,Southwark,1511.00 
E01004036,Southwark 007E,E09000028,Southwark,2335.00 
E01004037,Southwark 010B,E09000028,Southwark,2127.00 
E01004038,Southwark 010C,E09000028,Southwark,2912.00 
E01004039,Southwark 013B,E09000028,Southwark,1712.00 
E01004040,Southwark 013C,E09000028,Southwark,1946.00 
E01004041,Southwark 013D,E09000028,Southwark,1727.00 
E01004042,Southwark 010D,E09000028,Southwark,1811.00 
E01004043,Southwark 010E,E09000028,Southwark,1504.00 
E01004044,Southwark 013E,E09000028,Southwark,1469.00 
E01004045,Southwark 027A,E09000028,Southwark,1547.00 
E01004046,Southwark 028E,E09000028,Southwark,1710.00 
E01004047,Southwark 027B,E09000028,Southwark,1554.00 
E01004048,Southwark 027C,E09000028,Southwark,1670.00 
E01004049,Southwark 027D,E09000028,Southwark,2325.00 
E01004050,Southwark 024D,E09000028,Southwark,1514.00 
E01004051,Southwark 027E,E09000028,Southwark,1602.00 
E01004052,Southwark 024E,E09000028,Southwark,1858.00 
E01004053,Southwark 001C,E09000028,Southwark,2026.00 
E01004054,Southwark 001D,E09000028,Southwark,1679.00 
E01004055,Southwark 001E,E09000028,Southwark,1353.00 
E01004056,Southwark 008A,E09000028,Southwark,2179.00 
E01004057,Southwark 008B,E09000028,Southwark,2155.00 
E01004058,Southwark 008C,E09000028,Southwark,1875.00 
E01004059,Southwark 008D,E09000028,Southwark,1833.00 
E01004060,Southwark 008E,E09000028,Southwark,2314.00 
E01004061,Southwark 025A,E09000028,Southwark,1833.00 
E01004062,Southwark 025B,E09000028,Southwark,2378.00 
E01004063,Southwark 025C,E09000028,Southwark,2033.00 
E01004064,Southwark 026D,E09000028,Southwark,2118.00 
E01004065,Southwark 025D,E09000028,Southwark,1557.00 
E01004066,Southwark 025E,E09000028,Southwark,2162.00 
E01004067,Southwark 022E,E09000028,Southwark,2266.00 
E01004068,Southwark 026E,E09000028,Southwark,2152.00 
E01004069,Southwark 031A,E09000028,Southwark,1527.00 
E01004070,Southwark 031B,E09000028,Southwark,2068.00 
E01004071,Southwark 030D,E09000028,Southwark,1498.00 
E01004072,Southwark 030E,E09000028,Southwark,1809.00 
E01004073,Southwark 031C,E09000028,Southwark,2103.00 
E01004074,Southwark 031D,E09000028,Southwark,1932.00 
E01004075,Southwark 031E,E09000028,Southwark,1788.00 
E01004076,Sutton 011A,E09000029,Sutton,1706.00 
E01004077,Sutton 011B,E09000029,Sutton,1629.00 
E01004078,Sutton 011C,E09000029,Sutton,1750.00 
E01004079,Sutton 011D,E09000029,Sutton,1394.00 
E01004080,Sutton 011E,E09000029,Sutton,1334.00 
E01004081,Sutton 011F,E09000029,Sutton,1631.00 
E01004082,Sutton 011G,E09000029,Sutton,1426.00 
E01004083,Sutton 019A,E09000029,Sutton,1353.00 
E01004084,Sutton 024A,E09000029,Sutton,1472.00 
E01004085,Sutton 024B,E09000029,Sutton,1618.00 
E01004086,Sutton 019B,E09000029,Sutton,1958.00 
E01004087,Sutton 017A,E09000029,Sutton,1492.00 
E01004088,Sutton 019C,E09000029,Sutton,1923.00 
E01004089,Sutton 019D,E09000029,Sutton,1445.00 
E01004090,Sutton 021A,E09000029,Sutton,1363.00 
E01004091,Sutton 022A,E09000029,Sutton,1277.00 
E01004092,Sutton 022B,E09000029,Sutton,1496.00 
E01004093,Sutton 025A,E09000029,Sutton,1652.00 
E01004094,Sutton 025B,E09000029,Sutton,1807.00 
E01004095,Sutton 025C,E09000029,Sutton,1524.00 
E01004096,Sutton 021B,E09000029,Sutton,1526.00 
E01004097,Sutton 015A,E09000029,Sutton,1763.00 
E01004098,Sutton 015B,E09000029,Sutton,1283.00 
E01004099,Sutton 015C,E09000029,Sutton,1566.00 
E01004100,Sutton 015D,E09000029,Sutton,1494.00 
E01004101,Sutton 013A,E09000029,Sutton,1444.00 
E01004102,Sutton 015E,E09000029,Sutton,1532.00 
E01004103,Sutton 013B,E09000029,Sutton,1765.00 
E01004104,Sutton 020A,E09000029,Sutton,1581.00 
E01004105,Sutton 022C,E09000029,Sutton,1975.00 
E01004106,Sutton 022D,E09000029,Sutton,1645.00 
E01004107,Sutton 020B,E09000029,Sutton,1623.00 
E01004108,Sutton 024C,E09000029,Sutton,2081.00 
E01004109,Sutton 024D,E09000029,Sutton,1681.00 
E01004110,Sutton 016A,E09000029,Sutton,2035.00 
E01004111,Sutton 016B,E09000029,Sutton,1613.00 
E01004112,Sutton 016C,E09000029,Sutton,1667.00 
E01004114,Sutton 025D,E09000029,Sutton,1758.00 
E01004115,Sutton 009A,E09000029,Sutton,1805.00 
E01004116,Sutton 008A,E09000029,Sutton,1651.00 
E01004117,Sutton 006A,E09000029,Sutton,1377.00 
E01004118,Sutton 009B,E09000029,Sutton,1899.00 
E01004119,Sutton 009C,E09000029,Sutton,1408.00 
E01004120,Sutton 016D,E09000029,Sutton,1544.00 
E01004121,Sutton 006B,E09000029,Sutton,1649.00 
E01004122,Sutton 008B,E09000029,Sutton,1367.00 
E01004123,Sutton 002A,E09000029,Sutton,2307.00 
E01004124,Sutton 002B,E09000029,Sutton,1998.00 
E01004125,Sutton 001A,E09000029,Sutton,1636.00 
E01004126,Sutton 002C,E09000029,Sutton,1459.00 
E01004127,Sutton 005A,E09000029,Sutton,1841.00 
E01004128,Sutton 002D,E09000029,Sutton,1512.00 
E01004129,Sutton 002E,E09000029,Sutton,1974.00 
E01004130,Sutton 003A,E09000029,Sutton,1607.00 
E01004131,Sutton 003B,E09000029,Sutton,1834.00 
E01004132,Sutton 009D,E09000029,Sutton,1510.00 
E01004133,Sutton 009E,E09000029,Sutton,1446.00 
E01004134,Sutton 003C,E09000029,Sutton,1538.00 
E01004135,Sutton 003D,E09000029,Sutton,1463.00 
E01004136,Sutton 003E,E09000029,Sutton,1520.00 
E01004137,Sutton 012A,E09000029,Sutton,1877.00 
E01004138,Sutton 013C,E09000029,Sutton,1780.00 
E01004139,Sutton 013D,E09000029,Sutton,1462.00 
E01004140,Sutton 012B,E09000029,Sutton,1699.00 
E01004141,Sutton 012C,E09000029,Sutton,1723.00 
E01004142,Sutton 012D,E09000029,Sutton,3133.00 
E01004143,Sutton 014A,E09000029,Sutton,1478.00 
E01004144,Sutton 007A,E09000029,Sutton,1784.00 
E01004145,Sutton 007B,E09000029,Sutton,2312.00 
E01004146,Sutton 007C,E09000029,Sutton,1920.00 
E01004147,Sutton 007D,E09000029,Sutton,1598.00 
E01004148,Sutton 014B,E09000029,Sutton,1837.00 
E01004149,Sutton 012E,E09000029,Sutton,1913.00 
E01004150,Sutton 021C,E09000029,Sutton,1816.00 
E01004151,Sutton 021D,E09000029,Sutton,1934.00 
E01004152,Sutton 018A,E09000029,Sutton,1895.00 
E01004153,Sutton 021E,E09000029,Sutton,1939.00 
E01004154,Sutton 022E,E09000029,Sutton,1455.00 
E01004155,Sutton 018B,E09000029,Sutton,1806.00 
E01004156,Sutton 018C,E09000029,Sutton,1882.00 
E01004157,Sutton 016E,E09000029,Sutton,1229.00 
E01004158,Sutton 018D,E09000029,Sutton,1615.00 
E01004159,Sutton 014C,E09000029,Sutton,1606.00 
E01004160,Sutton 014D,E09000029,Sutton,1627.00 
E01004161,Sutton 014E,E09000029,Sutton,1554.00 
E01004162,Sutton 018E,E09000029,Sutton,1583.00 
E01004163,Sutton 005B,E09000029,Sutton,1692.00 
E01004164,Sutton 004A,E09000029,Sutton,1412.00 
E01004165,Sutton 005C,E09000029,Sutton,1845.00 
E01004166,Sutton 004B,E09000029,Sutton,1580.00 
E01004167,Sutton 005D,E09000029,Sutton,1453.00 
E01004168,Sutton 013E,E09000029,Sutton,1595.00 
E01004169,Sutton 004C,E09000029,Sutton,1610.00 
E01004170,Sutton 017B,E09000029,Sutton,2247.00 
E01004171,Sutton 010A,E09000029,Sutton,1572.00 
E01004172,Sutton 010B,E09000029,Sutton,1752.00 
E01004173,Sutton 010C,E09000029,Sutton,1356.00 
E01004174,Sutton 017C,E09000029,Sutton,1542.00 
E01004175,Sutton 010D,E09000029,Sutton,1779.00 
E01004176,Sutton 010E,E09000029,Sutton,1597.00 
E01004177,Sutton 020C,E09000029,Sutton,2077.00 
E01004178,Sutton 017D,E09000029,Sutton,2380.00 
E01004179,Sutton 017E,E09000029,Sutton,1632.00 
E01004180,Sutton 020D,E09000029,Sutton,1690.00 
E01004181,Sutton 020E,E09000029,Sutton,1728.00 
E01004182,Sutton 019E,E09000029,Sutton,1712.00 
E01004183,Sutton 001B,E09000029,Sutton,1767.00 
E01004184,Sutton 001C,E09000029,Sutton,1696.00 
E01004185,Sutton 001D,E09000029,Sutton,1578.00 
E01004186,Sutton 004D,E09000029,Sutton,1788.00 
E01004187,Sutton 005E,E09000029,Sutton,1639.00 
E01004188,Sutton 004E,E09000029,Sutton,2258.00 
E01004189,Sutton 001E,E09000029,Sutton,2015.00 
E01004190,Sutton 008C,E09000029,Sutton,1398.00 
E01004191,Sutton 008D,E09000029,Sutton,1904.00 
E01004192,Sutton 006C,E09000029,Sutton,2073.00 
E01004193,Sutton 006D,E09000029,Sutton,3109.00 
E01004194,Sutton 008E,E09000029,Sutton,1620.00 
E01004195,Sutton 006E,E09000029,Sutton,1786.00 
E01004196,Sutton 008F,E09000029,Sutton,1584.00 
E01004197,Tower Hamlets 002A,E09000030,Tower Hamlets,3235.00 
E01004198,Tower Hamlets 002B,E09000030,Tower Hamlets,1601.00 
E01004199,Tower Hamlets 002C,E09000030,Tower Hamlets,1775.00 
E01004200,Tower Hamlets 005A,E09000030,Tower Hamlets,1667.00 
E01004201,Tower Hamlets 002D,E09000030,Tower Hamlets,1773.00 
E01004202,Tower Hamlets 005B,E09000030,Tower Hamlets,2003.00 
E01004203,Tower Hamlets 005C,E09000030,Tower Hamlets,1882.00 
E01004204,Tower Hamlets 005D,E09000030,Tower Hamlets,1916.00 
E01004205,Tower Hamlets 013A,E09000030,Tower Hamlets,2297.00 
E01004206,Tower Hamlets 013B,E09000030,Tower Hamlets,1503.00 
E01004207,Tower Hamlets 011A,E09000030,Tower Hamlets,1489.00 
E01004208,Tower Hamlets 013C,E09000030,Tower Hamlets,2598.00 
E01004209,Tower Hamlets 011B,E09000030,Tower Hamlets,1475.00 
E01004211,Tower Hamlets 013D,E09000030,Tower Hamlets,1695.00 
E01004212,Tower Hamlets 011D,E09000030,Tower Hamlets,2619.00 
E01004214,Tower Hamlets 030A,E09000030,Tower Hamlets,1768.00 
E01004215,Tower Hamlets 028A,E09000030,Tower Hamlets,4500.00 
E01004216,Tower Hamlets 030B,E09000030,Tower Hamlets,2067.00 
E01004217,Tower Hamlets 030C,E09000030,Tower Hamlets,2258.00 
E01004218,Tower Hamlets 030D,E09000030,Tower Hamlets,2039.00 
E01004219,Tower Hamlets 028B,E09000030,Tower Hamlets,2378.00 
E01004221,Tower Hamlets 028D,E09000030,Tower Hamlets,2289.00 
E01004222,Tower Hamlets 001A,E09000030,Tower Hamlets,2970.00 
E01004223,Tower Hamlets 001B,E09000030,Tower Hamlets,2527.00 
E01004224,Tower Hamlets 001C,E09000030,Tower Hamlets,2723.00 
E01004225,Tower Hamlets 004A,E09000030,Tower Hamlets,2915.00 
E01004226,Tower Hamlets 001D,E09000030,Tower Hamlets,2574.00 
E01004228,Tower Hamlets 003A,E09000030,Tower Hamlets,2206.00 
E01004229,Tower Hamlets 004C,E09000030,Tower Hamlets,1643.00 
E01004230,Tower Hamlets 003B,E09000030,Tower Hamlets,2282.00 
E01004231,Tower Hamlets 004D,E09000030,Tower Hamlets,1937.00 
E01004232,Tower Hamlets 003C,E09000030,Tower Hamlets,1900.00 
E01004233,Tower Hamlets 003D,E09000030,Tower Hamlets,2254.00 
E01004234,Tower Hamlets 003E,E09000030,Tower Hamlets,2286.00 
E01004235,Tower Hamlets 008A,E09000030,Tower Hamlets,1347.00 
E01004236,Tower Hamlets 008B,E09000030,Tower Hamlets,1681.00 
E01004237,Tower Hamlets 008C,E09000030,Tower Hamlets,1622.00 
E01004238,Tower Hamlets 008D,E09000030,Tower Hamlets,5238.00 
E01004239,Tower Hamlets 008E,E09000030,Tower Hamlets,1737.00 
E01004240,Tower Hamlets 012A,E09000030,Tower Hamlets,1886.00 
E01004241,Tower Hamlets 012B,E09000030,Tower Hamlets,1812.00 
E01004242,Tower Hamlets 012C,E09000030,Tower Hamlets,5899.00 
E01004243,Tower Hamlets 020A,E09000030,Tower Hamlets,1190.00 
E01004244,Tower Hamlets 020B,E09000030,Tower Hamlets,2206.00 
E01004245,Tower Hamlets 018A,E09000030,Tower Hamlets,2120.00 
E01004246,Tower Hamlets 018B,E09000030,Tower Hamlets,3036.00 
E01004247,Tower Hamlets 020C,E09000030,Tower Hamlets,2764.00 
E01004248,Tower Hamlets 018C,E09000030,Tower Hamlets,1948.00 
E01004249,Tower Hamlets 018D,E09000030,Tower Hamlets,2411.00 
E01004250,Tower Hamlets 020D,E09000030,Tower Hamlets,2811.00 
E01004251,Tower Hamlets 023A,E09000030,Tower Hamlets,2653.00 
E01004252,Tower Hamlets 024A,E09000030,Tower Hamlets,3496.00 
E01004253,Tower Hamlets 024B,E09000030,Tower Hamlets,3595.00 
E01004254,Tower Hamlets 023B,E09000030,Tower Hamlets,3342.00 
E01004255,Tower Hamlets 023C,E09000030,Tower Hamlets,1807.00 
E01004256,Tower Hamlets 024C,E09000030,Tower Hamlets,1916.00 
E01004257,Tower Hamlets 024D,E09000030,Tower Hamlets,2414.00 
E01004258,Tower Hamlets 023D,E09000030,Tower Hamlets,1673.00 
E01004259,Tower Hamlets 007A,E09000030,Tower Hamlets,1828.00 
E01004260,Tower Hamlets 007B,E09000030,Tower Hamlets,1962.00 
E01004261,Tower Hamlets 010A,E09000030,Tower Hamlets,3087.00 
E01004262,Tower Hamlets 010B,E09000030,Tower Hamlets,2040.00 
E01004263,Tower Hamlets 007C,E09000030,Tower Hamlets,1538.00 
E01004264,Tower Hamlets 010C,E09000030,Tower Hamlets,1549.00 
E01004266,Tower Hamlets 007D,E09000030,Tower Hamlets,1612.00 
E01004267,Tower Hamlets 012D,E09000030,Tower Hamlets,2340.00 
E01004268,Tower Hamlets 012E,E09000030,Tower Hamlets,1906.00 
E01004269,Tower Hamlets 014A,E09000030,Tower Hamlets,2823.00 
E01004270,Tower Hamlets 014B,E09000030,Tower Hamlets,2973.00 
E01004271,Tower Hamlets 014C,E09000030,Tower Hamlets,2229.00 
E01004272,Tower Hamlets 014D,E09000030,Tower Hamlets,2588.00 
E01004273,Tower Hamlets 014E,E09000030,Tower Hamlets,2711.00 
E01004274,Tower Hamlets 031A,E09000030,Tower Hamlets,2173.00 
E01004275,Tower Hamlets 031B,E09000030,Tower Hamlets,2243.00 
E01004276,Tower Hamlets 031C,E09000030,Tower Hamlets,2525.00 
E01004277,Tower Hamlets 033A,E09000030,Tower Hamlets,1952.00 
E01004280,Tower Hamlets 032A,E09000030,Tower Hamlets,2138.00 
E01004281,Tower Hamlets 031D,E09000030,Tower Hamlets,2076.00 
E01004283,Tower Hamlets 016A,E09000030,Tower Hamlets,2676.00 
E01004284,Tower Hamlets 019A,E09000030,Tower Hamlets,3856.00 
E01004285,Tower Hamlets 019B,E09000030,Tower Hamlets,2434.00 
E01004286,Tower Hamlets 019C,E09000030,Tower Hamlets,2620.00 
E01004287,Tower Hamlets 016B,E09000030,Tower Hamlets,2426.00 
E01004288,Tower Hamlets 019D,E09000030,Tower Hamlets,1792.00 
E01004289,Tower Hamlets 016C,E09000030,Tower Hamlets,2165.00 
E01004290,Tower Hamlets 016D,E09000030,Tower Hamlets,2075.00 
E01004291,Tower Hamlets 027A,E09000030,Tower Hamlets,2347.00 
E01004292,Tower Hamlets 026A,E09000030,Tower Hamlets,1993.00 
E01004293,Tower Hamlets 027B,E09000030,Tower Hamlets,2403.00 
E01004294,Tower Hamlets 026B,E09000030,Tower Hamlets,2222.00 
E01004295,Tower Hamlets 026C,E09000030,Tower Hamlets,1925.00 
E01004296,Tower Hamlets 026D,E09000030,Tower Hamlets,2540.00 
E01004297,Tower Hamlets 027C,E09000030,Tower Hamlets,2079.00 
E01004298,Tower Hamlets 022A,E09000030,Tower Hamlets,1730.00 
E01004300,Tower Hamlets 022B,E09000030,Tower Hamlets,1604.00 
E01004301,Tower Hamlets 025B,E09000030,Tower Hamlets,1357.00 
E01004302,Tower Hamlets 025C,E09000030,Tower Hamlets,2318.00 
E01004303,Tower Hamlets 025D,E09000030,Tower Hamlets,3239.00 
E01004304,Tower Hamlets 022C,E09000030,Tower Hamlets,2168.00 
E01004305,Tower Hamlets 022D,E09000030,Tower Hamlets,2209.00 
E01004306,Tower Hamlets 015A,E09000030,Tower Hamlets,1636.00 
E01004307,Tower Hamlets 015B,E09000030,Tower Hamlets,3418.00 
E01004308,Tower Hamlets 015C,E09000030,Tower Hamlets,1536.00 
E01004309,Tower Hamlets 015D,E09000030,Tower Hamlets,3450.00 
E01004310,Tower Hamlets 015E,E09000030,Tower Hamlets,1954.00 
E01004311,Tower Hamlets 006A,E09000030,Tower Hamlets,1879.00 
E01004312,Tower Hamlets 009A,E09000030,Tower Hamlets,1577.00 
E01004313,Tower Hamlets 009B,E09000030,Tower Hamlets,2372.00 
E01004314,Tower Hamlets 006B,E09000030,Tower Hamlets,1179.00 
E01004315,Tower Hamlets 006C,E09000030,Tower Hamlets,1871.00 
E01004316,Tower Hamlets 009C,E09000030,Tower Hamlets,1184.00 
E01004317,Tower Hamlets 009D,E09000030,Tower Hamlets,3964.00 
E01004318,Tower Hamlets 006D,E09000030,Tower Hamlets,1737.00 
E01004319,Tower Hamlets 021A,E09000030,Tower Hamlets,2176.00 
E01004321,Tower Hamlets 021C,E09000030,Tower Hamlets,2097.00 
E01004322,Tower Hamlets 017A,E09000030,Tower Hamlets,1526.00 
E01004323,Tower Hamlets 017B,E09000030,Tower Hamlets,1589.00 
E01004324,Tower Hamlets 017C,E09000030,Tower Hamlets,1609.00 
E01004325,Tower Hamlets 021D,E09000030,Tower Hamlets,3802.00 
E01004326,Tower Hamlets 017D,E09000030,Tower Hamlets,1999.00 
E01004327,Waltham Forest 028A,E09000031,Waltham Forest,1213.00 
E01004328,Waltham Forest 028B,E09000031,Waltham Forest,2018.00 
E01004329,Waltham Forest 028C,E09000031,Waltham Forest,1969.00 
E01004330,Waltham Forest 028D,E09000031,Waltham Forest,1818.00 
E01004331,Waltham Forest 028E,E09000031,Waltham Forest,1915.00 
E01004332,Waltham Forest 028F,E09000031,Waltham Forest,2055.00 
E01004333,Waltham Forest 024A,E09000031,Waltham Forest,1846.00 
E01004334,Waltham Forest 024B,E09000031,Waltham Forest,1593.00 
E01004335,Waltham Forest 027A,E09000031,Waltham Forest,1689.00 
E01004336,Waltham Forest 026A,E09000031,Waltham Forest,1830.00 
E01004337,Waltham Forest 027B,E09000031,Waltham Forest,1981.00 
E01004338,Waltham Forest 027C,E09000031,Waltham Forest,1815.00 
E01004339,Waltham Forest 027D,E09000031,Waltham Forest,1916.00 
E01004340,Waltham Forest 027E,E09000031,Waltham Forest,1756.00 
E01004341,Waltham Forest 027F,E09000031,Waltham Forest,2125.00 
E01004342,Waltham Forest 011A,E09000031,Waltham Forest,2404.00 
E01004343,Waltham Forest 008A,E09000031,Waltham Forest,1876.00 
E01004344,Waltham Forest 008B,E09000031,Waltham Forest,1912.00 
E01004345,Waltham Forest 010A,E09000031,Waltham Forest,1933.00 
E01004346,Waltham Forest 011B,E09000031,Waltham Forest,1853.00 
E01004347,Waltham Forest 011C,E09000031,Waltham Forest,2202.00 
E01004348,Waltham Forest 010B,E09000031,Waltham Forest,3065.00 
E01004349,Waltham Forest 001A,E09000031,Waltham Forest,1517.00 
E01004350,Waltham Forest 001B,E09000031,Waltham Forest,1889.00 
E01004351,Waltham Forest 001C,E09000031,Waltham Forest,1612.00 
E01004352,Waltham Forest 002A,E09000031,Waltham Forest,1839.00 
E01004353,Waltham Forest 002B,E09000031,Waltham Forest,1794.00 
E01004354,Waltham Forest 002C,E09000031,Waltham Forest,1900.00 
E01004355,Waltham Forest 004A,E09000031,Waltham Forest,1652.00 
E01004356,Waltham Forest 001D,E09000031,Waltham Forest,1605.00 
E01004357,Waltham Forest 001E,E09000031,Waltham Forest,1557.00 
E01004358,Waltham Forest 002D,E09000031,Waltham Forest,1814.00 
E01004359,Waltham Forest 002E,E09000031,Waltham Forest,1697.00 
E01004360,Waltham Forest 004B,E09000031,Waltham Forest,1348.00 
E01004361,Waltham Forest 005A,E09000031,Waltham Forest,1284.00 
E01004362,Waltham Forest 021A,E09000031,Waltham Forest,1691.00 
E01004363,Waltham Forest 019A,E09000031,Waltham Forest,1576.00 
E01004364,Waltham Forest 019B,E09000031,Waltham Forest,1994.00 
E01004365,Waltham Forest 020A,E09000031,Waltham Forest,2335.00 
E01004366,Waltham Forest 019C,E09000031,Waltham Forest,2018.00 
E01004367,Waltham Forest 019D,E09000031,Waltham Forest,1603.00 
E01004368,Waltham Forest 019E,E09000031,Waltham Forest,1979.00 
E01004369,Waltham Forest 023A,E09000031,Waltham Forest,1858.00 
E01004370,Waltham Forest 023B,E09000031,Waltham Forest,2155.00 
E01004371,Waltham Forest 025A,E09000031,Waltham Forest,1758.00 
E01004372,Waltham Forest 023C,E09000031,Waltham Forest,2027.00 
E01004373,Waltham Forest 025B,E09000031,Waltham Forest,1995.00 
E01004374,Waltham Forest 025C,E09000031,Waltham Forest,2075.00 
E01004375,Waltham Forest 025D,E09000031,Waltham Forest,1979.00 
E01004376,Waltham Forest 025E,E09000031,Waltham Forest,2200.00 
